surveyId,predictions
31970,4 12 28 30 35 69 75 96 181 269 275 283 323 331 354 355 380 383 408 423 460 471 499 514 534 544 555 558 590 633 652 681 694 713 740 790 821 846 855 856 923 944 945 947 950 969 998 1027 1032 1040 1041 1045 1050 1054 1060 1071 1103 1104 1110 1129 1134 1139 1162 1168 1192 1201 1226 1231 1234 1253 1269 1292 1295 1358 1390 1445 1460 1464 1466 1471 1475 1495 1573 1655 1669 1678 1698 1707 1778 1780 1793 1805 1818 1850 1869 1871 1882 1925 2064 2082 2118 2125
32178,32 87 204 249 262 304 331 340 394 423 433 469 478 499 515 542 559 581 593 623 633 638 643 652 694 735 812 822 841 843 856 868 875 907 950 958 1027 1037 1063 1129 1131 1140 1168 1170 1214 1215 1222 1252 1284 1328 1346 1387 1425 1455 1464 1525 1669 1698 1703 1707 1715 1716 1761 1910 1924 1951 1964 1996 2096 2101 2125 2163 2177
32282,30 39 53 69 74 75 96 130 156 167 178 186 203 222 249 265 283 299 323 331 349 355 380 383 392 400 408 423 457 469 471 477 499 509 542 544 545 555 558 601 617 625 638 645 649 651 652 681 694 708 713 787 799 843 846 887 944 947 950 1027 1045 1054 1055 1060 1064 1071 1086 1092 1103 1110 1134 1139 1151 1162 1192 1215 1216 1231 1239 1253 1284 1345 1355 1358 1380 1407 1464 1466 1472 1475 1490 1495 1498 1573 1587 1624 1629 1655 1669 1677 1698 1703 1705 1711 1757 1780 1793 1805 1818 1850 1862 1871 1882 1964 1995 1999 2002 2019 2064 2078 2099 2118 2122 2125 2142
32525,35 169 204 254 264 272 331 340 423 478 540 545 643 651 652 702 841 947 1007 1018 1027 1086 1170 1284 1328 1397 1424 1428 1460 1464 1476 1698 1889 1964 1989 1995 2013 2110 2125
33904,35 53 331 394 499 509 582 633 652 740 791 947 950 963 1020 1027 1131 1192 1215 1231 1346 1358 1464 1476 1698 1893 1910 2002 2118 2177
33921,75 76 156 167 209 215 264 275 331 499 515 623 638 652 687 856 947 1007 1027 1037 1040 1041 1063 1071 1129 1143 1187 1189 1222 1251 1252 1258 1358 1464 1471 1678 1698 1761 1892 1939 1989 2027 2055 2125
34778,39 51 67 76 82 146 164 203 204 222 249 269 272 305 310 320 331 351 355 365 384 419 449 469 499 544 545 555 558 569 625 628 636 639 652 681 687 694 701 712 751 787 811 838 856 876 877 887 906 923 944 945 947 950 960 982 986 1014 1027 1032 1063 1092 1099 1103 1119 1139 1152 1169 1222 1226 1236 1239 1254 1276 1303 1318 1355 1358 1378 1390 1392 1404 1407 1431 1460 1473 1475 1476 1497 1498 1519 1587 1619 1666 1678 1694 1698 1705 1736 1746 1770 1778 1780 1787 1850 1862 1869 1892 1932 1944 2019 2063 2078 2106 2109 2120 2121 2122 2146 2177
36216,15 32 82 169 171 249 254 300 304 331 340 391 423 433 478 540 555 581 643 649 652 843 890 896 907 947 958 961 989 994 1027 1038 1086 1110 1129 1131 1170 1288 1328 1384 1397 1464 1525 1544 1545 1698 1716 1884 1910 1951 1964 2009 2101 2125 2163
36737,12 39 51 67 69 75 76 82 115 130 148 154 164 186 203 222 272 275 299 305 323 331 351 354 355 365 392 400 408 457 462 471 495 499 522 545 555 558 574 601 625 628 633 636 652 681 701 708 712 751 783 787 811 821 838 846 886 906 944 945 947 950 986 996 1014 1027 1028 1040 1045 1051 1054 1055 1092 1099 1103 1129 1134 1139 1140 1162 1174 1192 1201 1215 1222 1231 1239 1254 1276 1328 1358 1363 1378 1390 1404 1407 1428 1464 1466 1497 1498 1517 1619 1655 1659 1668 1669 1678 1693 1698 1705 1736 1746 1752 1778 1780 1787 1805 1831 1842 1850 1869 1882 1892 1894 1903 1932 1939 1944 1996 1999 2019 2063 2064 2078 2082 2106 2110 2118 2122 2125 2145 2146 2177
36869,12 28 35 39 69 75 82 130 146 181 183 204 222 240 262 272 275 283 305 320 331 354 355 365 384 392 400 408 423 441 462 469 471 499 542 544 546 574 625 633 634 652 681 687 708 751 800 838 846 856 857 944 947 950 960 1014 1015 1018 1019 1020 1027 1032 1045 1047 1051 1054 1055 1060 1066 1071 1086 1092 1124 1131 1139 1140 1162 1201 1215 1226 1234 1253 1254 1335 1355 1358 1363 1378 1397 1464 1466 1475 1497 1517 1525 1539 1573 1587 1597 1655 1668 1669 1677 1698 1703 1746 1780 1787 1794 1805 1818 1862 1869 1871 1939 1995 1996 1999 2063 2078 2082 2096 2106 2110 2125 2146 2177
38125,9 32 53 262 264 331 391 423 495 509 540 555 652 661 694 890 947 961 963 976 1018 1027 1037 1040 1063 1086 1124 1157 1162 1222 1284 1346 1358 1384 1424 1464 1476 1504 1698 1761 1871 1996 1999 2009 2025 2101 2110 2122 2125 2163
38812,15 28 53 76 82 140 146 164 272 331 365 394 499 544 545 559 625 633 681 694 751 786 791 855 856 868 947 950 960 963 969 976 1020 1027 1071 1085 1099 1129 1139 1140 1169 1192 1201 1215 1223 1236 1254 1264 1358 1378 1424 1464 1466 1472 1475 1476 1497 1498 1525 1538 1539 1654 1655 1666 1677 1694 1698 1707 1780 1787 1850 1888 1889 1892 1932 1944 2036 2078 2096 2109 2118 2122 2125 2142 2159 2177
39525,32 35 39 53 75 129 178 262 264 331 394 478 499 509 540 542 631 652 661 791 843 868 907 947 958 963 976 989 1027 1037 1040 1051 1071 1086 1131 1140 1151 1170 1192 1264 1268 1328 1384 1421 1464 1472 1504 1544 1654 1677 1698 1703 1715 1824 1884 1910 1925 1964 2025 2064 2118 2177
39795,12 30 39 74 75 96 130 167 178 181 183 222 249 265 275 283 299 331 340 349 354 355 380 392 400 408 423 457 460 469 477 495 499 522 544 550 555 557 558 574 593 601 625 638 649 651 652 681 694 713 728 740 887 901 923 944 945 947 950 976 1015 1019 1027 1040 1047 1054 1060 1071 1086 1103 1110 1131 1139 1162 1169 1192 1201 1234 1253 1268 1288 1355 1358 1363 1380 1460 1464 1475 1476 1495 1497 1498 1525 1627 1629 1655 1669 1677 1694 1698 1705 1709 1746 1749 1757 1778 1780 1787 1793 1818 1850 1862 1871 1892 1932 1944 1970 1995 2064 2078 2082 2099 2110 2118 2122 2125 2142
40447,9 53 75 96 129 248 249 331 340 355 391 398 469 471 499 509 555 581 593 643 649 651 652 661 791 843 890 896 907 947 961 969 989 1018 1027 1037 1038 1086 1110 1129 1131 1170 1180 1380 1397 1428 1460 1464 1472 1476 1504 1525 1544 1545 1698 1716 1757 1884 1889 1910 1964 2009 2013 2025 2064 2101 2118 2125 2142
40597,9 82 169 254 300 331 340 391 398 469 478 499 540 555 581 633 643 652 791 843 890 907 947 958 961 976 989 1027 1038 1071 1086 1110 1129 1131 1170 1223 1264 1335 1397 1464 1504 1525 1698 1716 1824 1884 1889 1910 1951 1964 1995 2009 2025 2101 2125 2142
40845,9 87 96 129 169 254 262 264 300 331 340 391 478 499 540 555 581 651 652 661 890 896 907 958 961 989 1018 1027 1038 1040 1051 1071 1086 1110 1129 1168 1180 1284 1384 1387 1397 1421 1455 1464 1476 1499 1504 1539 1544 1545 1698 1703 1715 1716 1757 1761 1884 1889 1910 1939 1964 2013 2025 2101 2125 2163
41048,12 28 35 39 69 75 82 130 146 181 183 204 222 240 262 272 275 283 305 320 331 354 355 365 384 392 400 408 423 441 462 469 471 499 542 544 546 574 601 625 633 634 652 681 687 708 751 800 838 846 856 857 944 947 950 960 1014 1015 1018 1019 1020 1027 1032 1045 1047 1051 1054 1055 1060 1066 1071 1086 1092 1103 1124 1131 1139 1140 1162 1174 1201 1215 1226 1234 1253 1254 1335 1355 1358 1363 1378 1397 1464 1466 1475 1497 1517 1539 1573 1587 1597 1655 1668 1669 1677 1698 1703 1746 1780 1787 1794 1805 1818 1862 1869 1871 1939 1995 1996 1999 2063 2078 2082 2096 2106 2110 2125 2146 2177
41209,39 53 178 254 264 331 499 509 546 582 652 687 791 831 843 913 947 963 976 989 1027 1037 1040 1086 1129 1151 1170 1215 1264 1358 1384 1421 1464 1472 1476 1544 1678 1698 1703 1716 1824 1884 1889 1910 1925 1944 1964 2025 2177
41369,28 30 75 76 114 181 203 209 226 245 269 272 311 320 331 351 354 450 476 495 499 545 582 600 639 652 669 687 701 751 856 857 877 947 949 950 969 982 1000 1027 1062 1069 1099 1121 1129 1160 1176 1195 1208 1222 1236 1299 1300 1303 1304 1318 1358 1378 1391 1407 1416 1431 1460 1464 1471 1476 1519 1531 1599 1625 1666 1692 1698 1712 1753 1770 1842 1892 1894 1912 1944 1959 1989 1996 2010 2031 2055 2075 2106 2120 2125 2173
41476,59 75 331 394 499 509 542 593 633 652 786 791 799 868 890 907 947 960 963 976 1020 1027 1129 1131 1140 1192 1215 1222 1264 1284 1328 1346 1358 1424 1472 1476 1654 1677 1698 1707 1780 1888 1910 1958 2025 2063 2096 2125 2142 2177
41725,9 15 32 75 129 171 249 262 264 331 391 423 499 509 540 555 652 694 890 907 947 1018 1027 1037 1038 1063 1086 1131 1162 1214 1222 1284 1288 1328 1346 1358 1424 1455 1464 1504 1531 1678 1698 1761 1939 1996 1999 2063 2101 2122 2125 2163
42000,12 15 28 30 51 75 76 82 114 154 180 181 245 269 272 320 331 351 365 476 494 499 522 545 628 639 652 701 751 856 877 887 947 949 969 982 1027 1062 1069 1099 1176 1195 1208 1222 1236 1318 1358 1378 1391 1407 1431 1460 1464 1476 1519 1531 1599 1666 1698 1736 1767 1770 1842 1871 1894 1912 1989 1996 2027 2031 2055 2063 2096 2106 2109 2120 2125 2173
42935,28 30 39 51 69 75 164 178 265 272 282 283 310 331 351 354 355 380 384 400 423 457 469 471 477 499 509 542 544 555 558 569 574 601 625 628 639 652 681 713 769 821 843 846 855 856 890 901 913 944 945 947 950 963 986 1023 1027 1040 1054 1060 1090 1103 1124 1129 1139 1162 1169 1222 1226 1231 1253 1254 1269 1328 1355 1358 1378 1390 1460 1464 1466 1472 1475 1484 1495 1497 1597 1629 1655 1707 1778 1780 1805 1850 1869 1944 1958 2019 2025 2064 2078 2099 2118 2122 2125 2177
44791,9 96 129 169 254 264 300 331 398 499 555 581 651 652 786 843 896 947 961 989 1007 1027 1037 1071 1110 1129 1384 1387 1464 1472 1539 1544 1545 1698 1715 1757 1761 1884 2025 2101 2125
46094,28 39 51 59 69 75 76 82 130 140 146 154 180 222 269 272 305 320 331 355 365 400 462 471 503 509 515 522 542 544 558 559 625 628 633 636 639 652 661 681 694 701 751 796 799 811 838 868 945 947 950 960 981 986 1027 1032 1119 1129 1139 1140 1157 1192 1201 1208 1222 1223 1254 1276 1303 1318 1358 1378 1390 1407 1428 1460 1466 1475 1497 1498 1525 1538 1655 1666 1677 1694 1698 1705 1709 1746 1757 1773 1780 1787 1818 1842 1850 1856 1869 1892 1944 1986 1999 2036 2078 2109 2122 2125 2126 2146 2177
47008,28 39 51 75 96 130 167 171 178 222 249 275 283 299 310 331 342 354 355 380 392 394 400 408 419 423 457 469 471 477 499 544 550 557 558 569 574 601 625 628 631 633 638 643 651 652 681 694 713 740 791 799 800 811 841 875 890 901 944 947 950 976 1015 1019 1020 1023 1027 1040 1047 1054 1055 1060 1071 1086 1092 1103 1110 1124 1131 1139 1151 1162 1169 1192 1201 1215 1234 1253 1254 1264 1288 1328 1355 1358 1363 1378 1407 1460 1464 1472 1475 1476 1495 1497 1498 1573 1587 1597 1655 1669 1677 1678 1694 1698 1705 1709 1711 1746 1749 1757 1780 1787 1793 1805 1818 1850 1869 1871 1944 1970 1995 2036 2064 2078 2082 2099 2110 2122 2125 2142
48669,12 28 30 39 51 53 69 76 130 146 164 178 222 249 265 272 310 323 331 355 380 381 384 388 389 392 394 400 457 462 469 499 509 522 542 544 555 569 625 628 633 638 639 652 681 694 701 713 751 799 811 838 856 906 944 947 950 960 963 976 981 1019 1020 1024 1027 1032 1040 1041 1045 1054 1068 1071 1092 1103 1124 1139 1151 1162 1169 1192 1201 1215 1222 1231 1234 1254 1264 1276 1328 1355 1358 1378 1397 1424 1460 1464 1466 1472 1473 1475 1476 1495 1497 1498 1525 1539 1587 1619 1629 1654 1655 1666 1669 1677 1694 1698 1705 1707 1712 1746 1757 1758 1767 1780 1787 1793 1818 1831 1850 1869 1888 1889 1892 1932 1944 1986 1989 1995 1996 1999 2002 2036 2064 2078 2082 2106 2109 2118 2122 2125 2142 2177
49000,12 28 29 51 67 74 75 76 154 180 204 216 236 245 269 305 311 320 331 351 400 462 473 476 494 499 515 522 542 553 555 574 628 639 652 687 701 751 812 840 856 857 877 887 906 945 947 949 950 982 986 1000 1014 1027 1051 1062 1069 1121 1140 1160 1168 1176 1195 1208 1222 1239 1258 1299 1300 1350 1358 1378 1386 1391 1397 1407 1416 1431 1460 1464 1475 1508 1519 1531 1542 1587 1625 1666 1669 1692 1734 1736 1753 1770 1774 1842 1869 1892 1894 1903 1912 1922 1939 1989 1996 2010 2064 2075 2106 2125 2173
