surveyId,predictions
104754,581 1910 2922 4735 6634 7617 8532
104996,544 625 944 981 1024 1677 1746 2122 2142 2180 2474 2747 3351 3917 3935 4774 4871 5612 6487 6909 6925 7544 8106 8208 8275 8424 8549 8705 9028 9261 9647 10367 10385 10452 10484 10545 10896 11005
105415,623 4397 6721
105527,449 553 578 628 982 1121 1195 1208 1736 1842 2539 2643 3845 3865 3893 4194 5076 5528 6039 6669 6786 7118 7199 7530 7671 7868 8847 9015 9353 9458 9702 9776 9862 10852 10909 10947 11157 11163 11193
105876,982 1195 1842 2075 4087 4368 4633 4701 4702 6374 7211 7576 8027 8482 9353 9412 9547 9702 10340 10844 10852 10895
106116,2013 2894 3227 4492 4560 5322 5771 7333 7559 7728 8177 9794 9945 10284 10304
106734,7957 8428
107018,9674 10239
107805,92 222 249 423 546 559 694 964 1497 1757 1780 1818 1882 2110 2490 2723 2776 3236 3494 3695 3722 4105 4707 4748 4817 5265 5383 5422 5434 5804 5895 6118 6143 6171 6208 6588 6883 6919 7115 7121 7149 7423 7552 7750 7903 7972 8229 8275 8329 8508 8590 9024 9076 9253 9765 9991 10073 10317 10683 10762 10904 11140 11198
107852,494 628 1121 1160 1195 1208 1531 1625 1912 2369 2643 2722 3125 3195 3464 3747 3893 3971 4087 4229 4349 4368 4477 4701 4702 4892 5665 5749 5982 6141 6152 6836 6855 7118 7199 7310 7749 7868 8482 8643 8885 8921 9015 9486 9565 9877 10686 10852 10947 11159
108647,3471 3497 4711 5115 8057 10600 10940
109639,628 1062 1121 1208 1842 3125 3195 3642 3865 3893 4368 5076 5982 6117 6152 6836 7671 7868 8482 8790 8921 9015 9458 9572 9862 10852 10947 11193
110614,786 994 3427 5651 5766 6839 8258
111408,39 92 546 838 1139 1378 1497 1758 2110 2723 2733 2756 2776 2810 2840 3013 3043 3074 3181 3309 3374 3451 3457 3470 3494 3530 3661 4056 4158 4560 4605 4671 4795 5146 5400 5630 5804 5832 6143 6377 6487 6684 6689 6759 7065 7149 7707 7708 7742 7916 8208 8224 8473 8670 8673 8917 9076 9308 9317 9771 9957 9963 10047 10178 10315 10587 10762 10904 10953 10965 10991 10998 11120
114115,963
114412,9811 10587
114565,643 735 3738 4447 4735 5374 7617 10079
116045,424 994 3427 3701 3835 5766 6079 8258 10065
116713,2471 2908 3375 4541 5285 5519 5773 5980 6643 7679 7790 8635 8653 9674 10637
116765,311 494 1121 1160 1195 1531 2369 2643 3109 3125 3195 3508 4087 4229 4368 4701 4702 4892 5665 5982 6141 6152 6548 6836 6855 7199 7310 7576 7863 7868 8482 8921 9353 9486 9565 9877 10097 10166 10347 10686 10852 10947 11159
117073,254 540 3913 6919 8439 10317
117836,994 3427 3701 5766 6079 8258 10065
119104,222 380 557 1254 1497 1705 2348 2753 2776 2810 2949 3596 4122 4169 5434 5447 6136 6143 6689 6759 6986 7113 7423 7552 7706 7742 8106 9415 10904 11120
120598,643 1716 2922 3738 4735 5374 5400 7617 10113
120776,76 164 449 636 982 1276 1473 1831 2369 2386 2474 2539 2634 2764 2772 2932 3049 3251 3894 3935 4122 4326 4802 5249 5380 5412 5635 6226 6909 7113 7259 8202 8340 8860 8887 9458 9862 10305 10315 10711 10762 10874 10909 11013 11120 11157
121119,299 423 460 514 651 713 1216 1711 1757 1780 1882 2184 2433 2644 2767 2774 2921 2949 3277 3451 3510 3591 4105 4109 4434 4640 4862 4994 5053 5055 5383 5454 5602 5804 5895 5932 6053 6143 6171 6370 6407 6555 6588 6805 6919 7076 7471 7532 7552 7660 7688 7742 8229 8307 8329 8573 8590 8728 8782 8806 9081 9221 9256 9317 9456 9660 9694 10155 10268 10404 10427 10823 11012 11054
121606,494 1121 1160 1195 1842 1912 2369 2643 3125 3195 3322 3578 4087 4229 4701 4702 5868 6141 6548 6836 6855 7199 7310 7576 7868 8482 8921 9353 9486 9565 10097 10179 10686 10852 10947 11159
122269,53 164 299 544 633 713 843 976 1054 1495 1707 1780 2025 2398 2723 2949 3234 3451 3597 3792 4558 5022 5055 5403 5542 5551 5656 5757 6143 6461 6571 6588 6708 6919 6920 7407 7423 7640 7666 7807 8084 8217 8229 8428 8573 8587 8590 8637 8782 8807 8949 9028 9244 9256 9669 9863 9962 10102 10800 11054
122629,2471 4027 5519 5773 6234 7679 7790 9674 10005 10239 10731
125890,540 868 1376 1757 2969 4013 4493 7288 7955 9028 10133 10965 11054
126223,146 164 384 544 625 811 963 1020 1254 1497 1498 1677 1746 1780 1888 1986 2078 2482 2564 2570 2678 3049 3374 3457 3792 3885 4238 4495 4498 4609 4871 5022 5093 5212 5335 5412 5542 5851 6118 6171 6240 6388 6599 6685 6689 6788 7084 7113 7322 7403 7407 7536 7706 7755 7788 7837 7862 8424 8508 8573 8637 8801 9190 9647 10315 10452 10497 10664 10683 10711 10762 10991 11120 11176
126639,3100 3738 4735 7432 10234 11158
