surveyId,Elevation
9811,1173.0
9845,22.0
9873,160.0
9921,6.0
9948,141.0
10060,16.0
10066,860.0
10141,821.0
10144,38.0
10147,34.0
10161,10.0
10269,4.0
10338,6.0
10340,20.0
10441,28.0
10447,8.0
10616,31.0
10639,31.0
10687,9.0
10726,8.0
10736,19.0
10770,19.0
10778,110.0
10831,35.0
10844,12.0
10854,23.0
10873,19.0
10891,47.0
10944,14.0
10986,13.0
11003,59.0
11012,37.0
11039,147.0
11051,12.0
11061,5.0
11260,21.0
11308,8.0
11406,8.0
11428,16.0
11453,12.0
11460,20.0
11461,6.0
11475,11.0
11560,42.0
11633,7.0
11673,234.0
11699,61.0
11823,2438.0
11869,55.0
11900,12.0
11902,17.0
11980,5.0
11993,12.0
12000,618.0
12012,22.0
12080,11.0
12124,65.0
12150,17.0
12228,61.0
12292,10.0
12295,10.0
12305,13.0
12339,65.0
12361,36.0
12367,11.0
12379,20.0
12447,455.0
12478,10.0
12481,10.0
12527,32.0
12544,808.0
12547,14.0
12659,14.0
12685,34.0
12689,5.0
12821,913.0
12844,16.0
12961,21.0
13103,501.0
13105,10.0
13127,10.0
13132,160.0
13151,75.0
13162,18.0
13339,8.0
13383,34.0
13435,11.0
13528,6.0
13591,1050.0
13592,69.0
13594,9.0
13660,13.0
13772,33.0
13875,7.0
13889,149.0
13945,51.0
13970,12.0
14066,24.0
14067,13.0
14124,12.0
14176,21.0
14180,12.0
14316,0.0
14386,6.0
14388,13.0
14412,1152.0
14421,7.0
14432,9.0
14533,18.0
14583,37.0
14636,13.0
14689,42.0
14731,22.0
14814,66.0
14880,50.0
14930,474.0
15014,10.0
15085,64.0
15102,97.0
15210,19.0
15390,7.0
15409,971.0
15437,22.0
15452,213.0
15543,17.0
15609,53.0
15662,59.0
15673,7.0
15743,59.0
15745,44.0
15789,8.0
15848,46.0
15939,341.0
15959,24.0
16053,41.0
16069,17.0
16179,108.0
16207,6.0
16230,1054.0
16241,8.0
16314,63.0
16338,5.0
16420,21.0
16453,9.0
16457,60.0
16714,200.0
16800,11.0
16885,1003.0
16913,60.0
16955,12.0
17036,246.0
17039,0.0
17054,9.0
17099,10.0
17129,60.0
17247,8.0
17269,17.0
17297,242.0
17311,8.0
17390,473.0
17429,84.0
17501,26.0
17650,13.0
17653,2.0
17728,8.0
17733,12.0
17789,32.0
17795,343.0
17851,332.0
17995,4.0
18040,31.0
18194,11.0
18212,5.0
18219,451.0
18238,754.0
18247,7.0
18275,7.0
18281,4.0
18287,72.0
18367,741.0
18378,56.0
18465,8.0
18487,33.0
18549,7.0
18556,11.0
18573,8.0
18582,199.0
18596,13.0
18667,5.0
18709,95.0
18816,91.0
18846,6.0
18892,15.0
18981,13.0
19019,10.0
19052,10.0
19093,7.0
19132,89.0
19138,13.0
19221,9.0
19259,10.0
19294,7.0
19335,9.0
19368,8.0
19423,12.0
19487,29.0
19495,63.0
19529,565.0
19718,9.0
19779,86.0
19862,6.0
19877,65.0
19893,13.0
19997,1805.0
20011,8.0
20063,67.0
20110,65.0
20130,9.0
20220,33.0
20230,9.0
20233,167.0
20292,8.0
20301,253.0
20317,75.0
20332,39.0
20346,308.0
20352,40.0
20434,7.0
20449,7.0
20481,6.0
20508,10.0
20537,52.0
20571,53.0
20581,49.0
20637,9.0
20646,9.0
20752,42.0
20755,5.0
20805,226.0
20807,7.0
20839,26.0
20859,6.0
20889,8.0
20980,13.0
20996,13.0
21007,12.0
21103,6.0
21109,55.0
21159,61.0
21198,8.0
21284,14.0
21315,4.0
21372,1167.0
21399,8.0
21437,8.0
21457,281.0
21484,124.0
21536,37.0
21631,12.0
21637,58.0
21667,19.0
21711,27.0
21721,13.0
21833,12.0
21836,27.0
21846,14.0
21856,260.0
21957,9.0
22021,4.0
22036,6.0
22057,12.0
22086,6.0
22115,7.0
22152,0.0
22224,19.0
22233,3.0
22239,241.0
22257,19.0
22293,29.0
22366,36.0
22371,7.0
22379,68.0
22390,4.0
22392,21.0
22469,81.0
22548,12.0
22564,274.0
22629,10.0
22726,13.0
22734,28.0
22761,8.0
22838,9.0
22851,13.0
22854,27.0
22881,70.0
22891,7.0
22893,96.0
22901,5.0
22913,51.0
23098,1318.0
23219,23.0
23269,12.0
23280,8.0
23286,38.0
23290,13.0
23348,8.0
23539,13.0
23549,6.0
23579,11.0
23584,91.0
23818,11.0
23867,15.0
23882,23.0
23941,7.0
23965,5.0
24038,12.0
24062,8.0
24104,97.0
24113,12.0
24175,374.0
24223,5.0
24225,323.0
24227,78.0
24277,93.0
24398,37.0
24434,8.0
24438,654.0
24481,326.0
24499,14.0
24637,9.0
24654,64.0
24666,19.0
24786,16.0
24793,1.75
24817,20.0
24850,9.0
24886,13.0
24928,9.0
24996,372.0
25040,16.0
25068,14.0
25100,17.0
25211,24.0
25236,216.0
25251,6.0
25361,57.0
25426,73.0
25445,40.0
25464,41.0
25554,52.0
25558,74.0
25572,36.0
25783,5.0
25822,15.0
25845,299.0
25854,7.0
25925,12.0
25999,438.0
26014,11.0
26061,8.0
26137,10.0
26168,509.0
26230,6.0
26336,7.0
26339,20.0
26387,13.0
26450,30.0
26483,23.0
26520,8.0
26577,414.0
26858,40.0
27003,26.0
27015,55.0
27033,117.0
27074,7.0
27106,13.0
27112,26.0
27186,24.0
27210,766.0
27223,646.0
27225,20.0
27286,86.0
27338,11.0
27447,8.0
27460,37.0
27549,26.0
27555,114.0
27589,5.0
27824,7.0
27836,252.0
27872,20.0
27888,46.0
27908,56.0
27918,8.0
28073,311.0
28098,2.0
28323,15.0
28351,13.0
28482,15.0
28585,9.0
28587,693.0
28680,19.0
28714,7.0
28730,7.0
28732,34.0
28787,79.0
28843,9.0
28916,10.0
28970,534.0
28971,51.0
29032,58.0
29043,5.0
29092,9.0
29101,44.0
29235,15.0
29258,325.0
29264,3.0
29276,18.0
29281,8.0
29297,9.0
29342,9.0
29414,8.0
29515,9.0
29541,51.0
29562,50.0
29596,3.0
29625,23.0
29629,34.0
29649,8.0
29667,47.0
29773,370.0
29826,1023.0
29846,8.0
29962,5.0
29980,36.0
30077,43.0
30078,9.0
30083,138.0
30098,13.0
30216,16.0
30226,10.0
30240,11.0
30256,149.0
30259,13.0
30312,11.0
30393,385.0
30440,274.0
30441,12.0
30495,15.0
30506,11.0
30562,5.0
30569,36.0
30603,5.0
30631,7.0
30648,10.0
30663,7.0
30670,9.0
30699,5.0
30745,7.0
30756,5.0
30786,24.0
30820,13.0
30882,8.0
30911,13.0
30933,25.0
30977,6.0
31029,5.0
31111,7.0
31148,29.0
31163,10.0
31247,10.0
31293,9.0
31310,636.0
31329,93.0
31337,27.0
31354,195.0
31359,44.0
31392,11.0
31426,1009.0
31580,469.0
31581,12.0
31645,474.0
31671,4.0
31692,17.0
31754,35.0
31761,8.0
31765,49.0
31781,1111.0
31827,15.0
31833,117.0
31876,32.0
31883,28.0
31884,8.0
31908,6.0
31927,34.0
31941,18.0
31997,41.0
32007,42.0
32022,717.0
32058,912.0
32094,47.0
32109,58.0
32114,31.0
32144,12.0
32149,8.0
32216,29.0
32294,12.0
32331,61.0
32425,5.0
32559,1207.0
32851,10.0
32900,11.0
32931,13.0
32950,4.0
32985,58.0
33016,45.0
33019,0.0
33133,50.0
33191,29.0
33210,42.0
33277,8.0
33301,1239.0
33335,27.0
33370,12.0
33380,26.0
33390,6.0
33404,74.0
33411,8.0
33658,9.0
33689,7.0
33708,12.0
33734,101.0
33786,323.0
33796,115.0
33842,15.0
34012,347.0
34023,473.0
34069,14.0
34121,13.0
34125,120.0
34150,23.0
34230,1255.0
34312,10.0
34330,282.0
34346,8.0
34412,275.0
34464,21.0
34610,6.0
34631,292.0
34658,25.0
34669,15.0
34793,29.0
34854,296.0
34866,7.0
34908,19.0
34949,63.0
35069,5.0
35099,48.0
35107,895.0
35110,22.0
35130,22.0
35167,119.0
35174,22.0
35179,23.0
35199,16.0
35213,9.0
35246,87.0
35252,6.0
35254,8.0
35277,26.0
35281,16.0
35306,274.0
35308,8.0
35370,10.0
35448,145.0
35506,9.0
35541,8.0
35559,89.0
35654,395.0
35659,11.0
35798,144.0
35878,8.0
35883,9.0
35905,10.0
35968,1065.0
36009,37.0
36058,7.0
36069,4.0
36178,11.0
36199,1128.0
36326,24.0
36461,53.0
36485,12.0
36541,30.0
36569,36.0
36606,10.0
36618,371.0
36699,34.0
36751,11.0
36760,54.0
36928,15.0
37014,293.0
37019,7.0
37093,11.0
37096,129.0
37115,6.0
37220,35.0
37235,4.0
37238,22.0
37267,1213.0
37406,533.0
37416,51.0
37438,365.0
37466,7.0
37485,16.0
37491,11.0
37570,8.0
37721,6.0
37736,8.0
37774,99.0
37780,11.0
37823,27.0
37854,6.0
37892,10.0
37893,226.0
37907,16.0
37919,7.0
37937,12.0
38004,749.0
38013,15.0
38058,14.0
38116,55.0
38161,83.0
38200,38.0
38241,75.0
38325,129.0
38418,350.0
38423,6.0
38429,268.0
38432,31.0
38454,4.0
38487,11.0
38589,8.0
38593,476.0
38617,8.0
38642,37.0
38655,9.0
38700,64.0
38733,8.0
38754,204.0
38769,46.0
38808,28.0
38847,17.0
38859,9.0
38961,8.0
39003,297.0
39042,2.0
39050,10.0
39094,39.0
39124,21.0
39127,8.0
39171,7.0
39228,41.0
39241,34.0
39312,26.0
39363,6.0
39442,15.0
39470,41.0
39542,47.0
39564,5.0
39591,0.0
39603,16.0
39621,6.0
39651,26.0
39655,33.0
39675,11.0
39700,4.0
39770,37.0
39851,60.0
39890,23.0
39911,244.0
39917,12.0
39980,33.0
40161,141.0
40178,2.0
40241,13.0
40249,7.0
40271,32.0
40274,27.0
40279,25.0
40292,22.0
40317,462.0
40321,31.0
40338,20.0
40381,434.0
40419,16.0
40464,11.0
40473,10.0
40483,9.0
40506,105.0
40543,4.0
40546,8.0
40702,35.0
40873,15.0
40911,20.0
40924,279.0
40939,703.0
40942,107.0
40948,49.0
40996,53.0
40999,27.0
41000,6.0
41001,50.0
41023,19.0
41024,4.0
41028,351.0
41030,14.0
41036,12.0
41150,16.0
41158,4.0
41225,27.0
41300,6.0
41304,5.0
41353,22.0
41373,39.0
41432,9.0
41443,9.0
41455,10.0
41492,24.0
41510,11.0
41522,2057.0
41529,11.0
41594,333.0
41790,95.0
41795,210.0
41833,7.0
41869,50.0
41890,16.0
41951,8.0
42013,13.0
42065,318.0
42108,8.0
42135,41.0
42160,38.0
42184,7.0
42216,1474.0
42218,27.0
42234,68.0
42297,75.0
42315,139.0
42496,18.0
42516,7.0
42555,1649.0
42564,9.0
42598,1003.0
42603,23.0
42616,10.0
42621,35.0
42624,15.0
42672,7.0
42697,14.0
42704,11.0
42705,11.0
42768,12.0
42783,7.0
42788,33.0
42866,19.0
42997,492.0
43031,86.0
43057,21.0
43082,9.0
43115,418.0
43162,60.0
43194,471.0
43214,6.0
43267,7.0
43316,27.0
43319,12.0
43327,5.0
43356,8.0
43446,10.0
43488,615.0
43494,405.0
43504,14.0
43512,7.0
43650,9.0
43687,81.0
43765,7.0
43780,40.0
43830,11.0
43903,10.0
43908,6.0
43968,7.0
43980,44.0
43991,9.0
44089,50.0
44443,11.0
44480,41.0
44583,13.0
44604,56.0
44757,9.0
44879,350.0
44895,9.0
44921,7.0
44955,10.0
45010,20.0
45034,65.0
45120,143.0
45208,37.0
45249,15.0
45294,49.0
45295,98.0
45313,8.0
45386,5.0
45393,17.0
45419,13.0
45469,6.0
45478,14.0
45493,49.0
45549,659.0
45563,21.0
45593,702.0
45710,8.0
45711,18.0
45771,6.0
45792,18.0
45801,316.0
45879,60.0
45882,4.0
45894,38.0
45973,7.0
46061,7.0
46101,8.0
46148,45.0
46216,34.0
46237,12.0
46250,120.0
46300,35.0
46349,41.0
46374,6.0
46380,30.0
46548,23.0
46568,46.0
46608,10.0
46636,12.0
46681,24.0
47053,5.0
47109,21.0
47159,7.0
47210,11.0
47261,9.0
47283,95.0
47351,7.0
47362,12.0
47420,8.0
47424,7.0
47510,12.0
47601,292.0
47612,27.0
47780,61.0
47821,2479.0
47832,1095.0
47834,28.0
47856,39.0
47868,8.0
47916,275.0
47967,33.0
48050,6.0
48058,22.0
48076,17.0
48100,11.0
48114,26.0
48115,43.0
48155,733.0
48170,698.0
48246,6.0
48278,47.0
48333,40.0
48384,10.0
48568,10.0
48615,874.0
48617,12.0
48627,6.0
48686,12.0
48690,11.0
48739,10.0
48762,34.0
48764,47.0
48792,33.0
49012,9.0
49018,6.0
49060,8.0
49080,9.0
49084,40.0
49103,21.0
49127,8.0
49159,8.0
49160,16.0
49242,169.0
49278,366.0
49350,5.0
49500,15.0
49501,104.0
49613,9.0
49663,8.0
49713,54.0
49715,8.0
49723,45.0
49780,13.0
49889,9.0
50021,18.0
50027,114.0
50032,8.0
50220,12.0
50254,1057.0
50323,6.0
50325,9.0
50359,13.0
50471,8.0
50488,13.0
50523,43.0
50549,11.0
50621,10.0
50751,5.0
50761,8.0
50765,1260.0
50798,751.0
50814,0.0
50837,70.0
50858,101.0
51007,9.0
51131,66.0
51225,899.0
51274,8.0
51305,46.0
51324,7.0
51361,50.0
51362,7.0
51411,16.0
51429,35.0
51491,36.0
51618,11.0
51654,8.0
51797,9.0
51820,9.0
51830,9.0
51842,16.0
51860,583.0
51887,26.0
51914,29.0
51982,17.0
51998,495.0
52019,62.0
52102,44.0
52215,42.0
52287,10.0
52299,35.0
52316,190.0
52321,6.0
52388,29.0
52500,5.0
52520,6.0
52531,26.0
52584,12.0
52627,114.0
52644,5.0
52653,16.0
52695,6.0
52739,19.0
52750,5.0
52774,22.0
52819,7.0
52826,16.0
52864,17.0
52882,41.0
52924,62.0
52935,22.0
52993,2237.0
53012,15.0
53043,18.0
53206,7.0
53222,11.0
53282,8.0
53310,14.0
53415,27.0
53531,45.0
53562,10.0
53601,11.0
53639,115.0
53686,329.0
53698,14.0
53760,389.0
53781,141.0
53868,12.0
53893,37.0
53913,80.0
54026,6.0
54093,7.0
54098,8.0
54174,191.0
54205,11.0
54207,45.0
54266,8.0
54306,10.0
54314,1037.0
54465,143.0
54498,461.0
54510,8.0
54570,35.0
54605,19.0
54633,36.0
54644,16.0
54666,0.0
54716,148.0
54801,20.0
54831,13.0
54868,9.0
54884,7.0
55143,26.0
55166,5.0
55182,13.0
55197,16.0
55256,605.0
55297,20.0
55323,92.0
55336,34.0
55424,12.0
55464,167.0
55506,6.0
55519,144.0
55522,393.0
55574,73.0
55639,141.0
55699,8.0
55746,7.0
55887,9.0
55893,832.0
55917,11.0
56026,8.0
56338,93.0
56422,19.0
56507,24.0
56534,64.0
56540,9.0
56577,759.0
56629,45.0
56634,55.0
56639,24.0
56680,25.0
56746,10.0
56828,8.0
56853,141.0
56890,128.0
56959,8.0
56977,13.0
56999,7.0
57002,10.0
57108,8.0
57132,18.0
57166,10.0
57170,14.0
57199,6.0
57216,12.0
57270,10.0
57297,123.0
57374,362.0
57453,28.0
57571,65.0
57579,22.0
57657,835.0
57658,1033.0
57720,5.0
57828,97.0
57983,22.0
58013,7.0
58027,58.0
58075,55.0
58108,374.0
58132,53.0
58176,27.0
58232,808.0
58243,10.0
58312,376.0
58346,8.0
58349,36.0
58413,123.0
58423,10.0
58427,5.0
58554,934.0
58593,37.0
58599,9.0
58614,17.0
58625,11.0
58634,12.0
58819,6.0
58848,14.0
58876,66.0
58901,28.0
58972,338.0
59013,274.0
59071,27.0
59122,11.0
59125,9.0
59147,5.0
59155,583.0
59206,45.0
59249,8.0
59346,228.0
59376,22.0
59382,194.0
59421,12.0
59522,1969.0
59592,14.0
59593,9.0
59639,78.0
59669,8.0
59756,19.0
59767,7.0
59795,743.0
59811,9.0
59815,19.0
60054,56.0
60115,357.0
60116,59.0
60162,5.0
60208,7.0
60278,51.0
60281,28.0
60292,9.0
60293,354.0
60308,42.0
60323,72.0
60337,12.0
60381,6.0
60394,12.0
60519,7.0
60662,85.0
60694,16.0
60797,8.0
60800,761.0
60863,31.0
60882,7.0
60940,283.0
60942,12.0
60996,93.0
61031,21.0
61074,5.0
61099,12.0
61200,10.0
61202,21.0
61250,8.0
61287,240.0
61301,10.0
61337,215.0
61378,34.0
61481,5.0
61512,9.0
61660,30.0
61665,138.0
61678,8.0
61707,323.0
61738,37.0
61896,7.0
61927,718.0
62059,84.0
62094,34.0
62202,10.0
62357,12.0
62370,18.0
62436,8.0
62549,466.0
62550,2041.0
62677,22.0
62701,16.0
62705,8.0
62842,14.0
62844,12.0
62868,147.0
62882,14.0
62976,2145.0
62987,14.0
62998,32.0
63022,26.0
63137,8.0
63195,54.0
63213,290.0
63272,63.0
63278,9.0
63313,9.0
63383,11.0
63387,76.0
63397,9.0
63424,23.0
63449,27.0
63472,3.0
63554,11.0
63561,800.0
63623,63.0
63641,2042.0
63672,20.0
63891,11.0
63949,26.0
64030,11.0
64172,20.0
64201,11.0
64239,830.0
64306,12.0
64346,61.0
64397,27.0
64480,29.0
64488,10.0
64504,853.0
64592,5.0
64600,1694.0
64705,8.0
64712,242.0
64770,8.0
64824,30.0
64827,1035.0
64855,9.0
64871,10.0
64955,36.0
64968,203.0
65006,37.0
65018,3.0
65021,11.0
65036,8.0
65083,10.0
65154,611.0
65180,53.0
65239,66.0
65270,1950.0
65295,11.0
65365,1275.0
65367,11.0
65468,53.0
65521,14.0
65601,13.0
65656,1084.0
65691,372.0
65721,51.0
65729,30.0
65770,14.0
65864,11.0
65872,23.0
65888,67.0
65917,129.0
65926,45.0
65999,16.0
66030,4.0
66034,18.0
66107,96.0
66208,8.0
66225,573.0
66250,64.0
66253,144.0
66265,15.0
66286,34.0
66314,17.0
66330,7.0
66412,27.0
66486,18.0
66491,16.0
66507,11.0
66537,6.0
66603,138.0
66715,209.0
66721,37.0
66742,47.0
66813,916.0
66847,9.0
66857,70.0
66884,65.0
66925,7.0
66991,49.0
66992,15.0
67012,8.0
67086,33.0
67150,6.0
67158,6.0
67171,18.0
67210,2205.0
67229,29.0
67240,28.0
67278,3.0
67348,0.0
67371,17.0
67396,8.0
67447,60.0
67451,15.0
67503,11.0
67523,15.0
67580,13.0
67617,5.0
67654,252.0
67672,11.0
67813,766.0
67868,12.0
67882,412.0
67887,21.0
67890,6.0
67922,38.0
67984,6.0
67996,13.0
68069,45.0
68164,19.0
68165,11.0
68239,26.0
68331,19.0
68416,1289.0
68451,32.0
68499,11.0
68564,23.0
68619,11.0
68659,8.0
68669,16.0
68730,49.0
68786,37.0
68787,62.0
68803,1194.0
68832,14.0
68911,40.0
68916,7.0
68926,31.0
68930,10.0
68942,7.0
69026,693.0
69104,7.0
69114,11.0
69128,9.0
69194,27.0
69241,4.0
69411,341.0
69548,13.0
69569,9.0
69592,778.0
69604,6.0
69651,22.0
69696,7.0
69768,1182.0
69822,78.0
69865,38.0
69877,14.0
69958,3.0
70021,138.0
70067,42.0
70075,13.0
70135,5.0
70139,6.0
70169,464.0
70170,15.0
70174,48.0
70236,10.0
70346,5.0
70380,12.0
70392,7.0
70571,28.0
70575,114.0
70791,9.0
71024,220.0
71048,12.0
71095,8.0
71115,25.0
71119,192.0
71188,34.0
71214,5.0
71228,208.0
71232,19.0
71267,22.0
71316,6.0
71318,680.0
71384,11.0
71415,31.0
71464,9.0
71555,380.0
71757,227.0
71782,34.0
71788,61.0
71897,30.0
71966,471.0
72164,21.0
72237,31.0
72266,11.0
72298,11.0
72317,184.0
72329,108.0
72448,24.0
72456,51.0
72489,10.0
72522,8.0
72540,520.0
72567,608.0
72599,21.0
72620,61.0
72630,11.0
72717,28.0
72739,16.0
72779,2.5
72806,53.0
72813,14.0
72817,11.0
72880,9.0
72894,6.0
72970,65.0
72971,6.0
73025,13.0
73048,28.0
73083,11.0
73086,10.0
73110,23.0
73161,80.0
73182,49.0
73231,870.0
73317,28.0
73378,14.0
73381,13.0
73434,39.0
73478,66.0
73492,7.0
73556,265.0
73583,6.0
73584,20.0
73624,14.0
73709,14.0
73850,30.0
73882,9.0
74415,49.0
74431,9.0
74443,58.0
74505,14.0
74569,11.0
74586,8.0
74625,53.0
74632,405.0
74668,8.0
74855,7.0
74879,71.0
74918,16.0
74953,233.0
75032,10.0
75038,9.0
75043,32.0
75162,11.0
75187,9.0
75224,44.0
75236,89.0
75248,18.0
75384,10.0
75473,10.0
75517,10.0
75518,16.0
75523,109.0
75623,55.0
75683,9.0
75685,311.0
75705,23.0
75790,21.0
75794,64.0
75812,8.0
75887,25.0
75924,251.0
75973,12.0
76012,40.0
76017,6.0
76138,42.0
76148,12.0
76159,8.0
76289,7.0
76361,10.0
76380,35.0
76404,49.0
76448,12.0
76472,184.0
76481,8.0
76518,307.0
76530,19.0
76580,8.0
76685,7.0
76706,0.0
76722,11.0
76791,9.0
76846,8.0
76879,360.0
76884,13.0
76985,183.0
77077,11.0
77086,1901.0
77160,30.0
77194,57.0
77211,8.0
77252,13.0
77350,55.0
77359,8.0
77391,312.0
77408,11.0
77430,23.0
77474,1133.0
77481,25.0
77657,81.0
77692,36.0
77707,56.0
77755,6.0
77808,40.0
77840,98.0
77967,97.0
78111,10.0
78167,1223.0
78202,15.0
78280,8.0
78357,396.0
78492,10.0
78584,10.0
78592,8.0
78616,26.0
78621,8.0
78665,35.0
78702,6.0
78797,17.0
78870,894.0
78872,71.0
78912,9.0
79005,10.0
79131,6.0
79149,0.0
79217,22.0
79399,18.0
79440,44.0
79442,44.0
79477,131.0
79487,184.0
79506,9.0
79529,440.0
79548,1514.0
79554,6.0
79575,79.0
79685,8.0
79711,7.0
79724,10.0
79733,638.0
79825,5.0
79895,263.0
79925,1138.0
79997,11.0
80000,558.0
80034,95.0
80087,17.0
80201,401.0
80217,76.0
80276,9.0
80305,25.0
80403,1407.0
80524,8.0
80556,13.0
80573,27.0
80581,58.0
80587,47.0
80590,10.0
80596,36.0
80605,7.0
80606,10.0
80625,1696.0
80755,6.0
80777,603.0
80825,21.0
80933,8.0
80965,9.0
80979,4.0
80998,36.0
81030,21.0
81098,41.0
81170,12.0
81192,25.0
81200,8.0
81262,9.0
81271,15.0
81334,9.0
81361,26.0
81412,3.0
81473,22.0
81507,544.0
81517,68.0
81521,155.0
81555,24.0
81561,130.0
81581,16.0
81595,11.0
81617,666.0
81635,195.0
81636,8.0
81784,5.0
81844,71.0
81848,22.0
81881,47.0
81896,1207.0
81918,11.0
81946,13.0
81986,9.0
82055,23.0
82083,1028.0
82200,23.0
82203,608.0
82205,2585.0
82219,9.0
82255,193.0
82281,11.0
82338,50.0
82365,1584.0
82392,7.0
82405,140.0
82511,100.0
82548,6.0
82675,70.0
82727,18.0
82740,18.0
82803,29.0
82873,66.0
82908,34.0
82918,6.75
82931,147.0
82965,0.0
82996,8.0
83038,15.0
83050,105.0
83055,11.0
83062,8.0
83202,11.0
83240,605.0
83339,26.0
83405,5.0
83446,7.0
83567,16.0
83580,14.0
83681,27.0
83683,25.0
83739,36.0
83841,13.0
83848,40.0
83852,53.0
83954,448.0
84014,32.0
84033,67.0
84036,8.0
84136,42.0
84324,9.0
84344,9.0
84392,77.0
84405,13.0
84449,57.0
84478,15.0
84485,8.0
84517,90.0
84541,19.0
84565,175.0
84677,107.0
84777,6.0
84829,11.0
84865,9.0
84873,19.0
84894,19.0
84898,27.0
84934,14.0
84959,9.0
84971,11.0
85022,66.0
85089,8.0
85345,13.0
85363,8.0
85392,9.0
85467,8.0
85481,13.0
85502,7.0
85546,485.0
85676,9.0
86057,10.0
86082,10.0
86140,238.0
86241,145.0
86288,30.0
86336,21.0
86404,19.0
86410,4.0
86463,7.0
86470,11.0
86476,20.0
86478,9.0
86618,29.0
86688,41.0
86728,74.0
86738,512.0
86765,9.0
86780,199.0
86802,7.0
86823,26.0
86842,76.0
86846,121.0
86940,51.0
86960,1424.0
87166,21.0
87353,476.0
87374,38.0
87451,387.0
87502,480.0
87529,35.0
87538,404.0
87573,5.0
87583,300.0
87617,105.0
87627,698.0
87654,59.0
87687,4.0
87693,10.0
87753,43.0
87900,39.0
87941,8.0
87984,117.0
88144,5.0
88213,12.0
88230,9.0
88315,214.0
88389,23.0
88455,47.0
88553,8.0
88612,28.0
88686,9.0
88698,9.0
88736,9.0
88777,9.0
88778,6.0
88784,29.0
88798,6.0
88835,6.0
88878,9.0
89065,278.0
89076,7.0
89088,7.0
89168,148.0
89170,30.0
89199,72.0
89302,24.0
89312,29.0
89357,7.0
89445,5.0
89548,7.0
89557,9.0
89574,9.0
89625,8.0
89666,19.0
89706,26.0
89736,28.0
89750,86.0
89757,4.0
89776,42.0
89788,11.0
89793,8.0
89915,35.0
89922,44.0
89987,13.0
90065,4.0
90105,365.0
90190,42.0
90210,270.0
90274,1173.0
90309,11.0
90321,9.0
90338,334.0
90383,78.0
90385,12.0
90389,5.0
90437,368.0
90465,101.0
90482,231.0
90525,11.0
90617,59.0
90676,35.0
90686,44.0
90723,113.0
90738,94.0
90744,377.0
90805,42.0
