,patchID,speciesId,dayOfYear,lon,lat,x_EPSG3035,y_EPSG3035,year,dataset,geoUncertaintyInM,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,bdod,cec,cfvo,clay,nitrogen,phh2o,sand,silt,soc,landCov,Built1994,Lights1994,NavWater1994,Built2009,Lights2009,NavWater2009,Popdensity1990,Popdensity2010,Railways,Roads
10,57327,"[2546, 4442, 6755, 7622, 7671, 3019, 9570, 7551, 2918, 8378, 6759, 1593, 2554, 244]",139,4.76533,44.2104,3902116.0,2359108.0,2020,CBNMed,10.0,2876,95,3.32999992370605,6614,3031,2746,285,2879,2965,2965,2794,7811,1086,396,363,3030,1339,1339,1598,145.097396850586,200.240020751953,162.433349609375,223.302047729492,203.218109130859,73.0664443969727,391.022430419922,385.920227050781,227.045989990234,1,0.0,3.0,0.0714894384145737,0.0,5.0,0.0714894384145737,6.0,7.0,0.0,0.526984035968781
11,57365,"[4442, 6755, 7622, 9570, 7551, 9170, 8970, 8378, 6759, 1830, 2554, 821, 244]",139,4.76569,44.2105,3902145.0,2359117.0,2020,CBNMed,10.0,2876,95,3.32999992370605,6614,3031,2746,285,2879,2965,2965,2794,7811,1086,396,363,3030,1339,1339,1598,145.097396850586,200.240020751953,162.433349609375,223.302047729492,203.218109130859,73.0664443969727,391.022430419922,385.920227050781,227.045989990234,1,0.0,3.0,0.0714894384145737,0.0,5.0,0.0714894384145737,6.0,7.0,0.0,0.526984035968781
12,57494,"[364, 1745, 4355, 8283, 9886, 5992, 3603, 1894, 24, 6334, 1081, 7173, 1874, 9760, 7760, 7792, 5111, 4634, 9309, 5763, 6361, 8354, 7787, 3939]",139,4.76706,44.2064,3902225.0,2358656.0,2020,CBNMed,10.0,2877,95,3.3199999332428,6646,3032,2746,286,2879,2966,2966,2794,7732,1077,390,363,3001,1321,1321,1581,143.848449707031,194.483657836914,168.808502197266,257.238739013672,202.939254760742,73.1676177978516,372.851013183594,370.249969482422,252.328140258789,1,0.0,3.0,0.0714894384145737,0.0,5.0,0.0714894384145737,6.0,7.0,0.0,0.526984035968781
13,57604,"[7734, 9196, 2871, 9886, 4039, 6755, 7090, 7622, 8196, 8023, 2918, 933, 3712, 7792, 8378, 4142, 1593, 1790, 3187, 1253, 8756, 6372, 5404, 244]",139,4.76811,44.2107,3902340.0,2359126.0,2020,CBNMed,10.0,2876,95,3.30999994277954,6621,3031,2745,286,2879,2965,2965,2794,7872,1094,399,362,3050,1351,1351,1607,145.741821289062,197.723648071289,169.338317871094,238.893859863281,212.887054443359,72.3680572509766,382.972686767578,378.240783691406,249.00163269043,1,0.0,3.0,0.0714894384145737,0.0,5.0,0.0714894384145737,6.0,7.0,0.0,0.526984035968781
14,58478,"[2546, 5562, 7551, 2918, 6759, 9132, 6817, 8664, 5404]",139,4.77778,44.2111,3903115.0,2359116.0,2020,CBNMed,10.0,2877,95,3.32999992370605,6635,3031,2746,285,2879,2966,2966,2794,7884,1096,400,361,3051,1355,1355,1607,145.296264648438,194.321884155273,178.150894165039,257.780334472656,211.190078735352,72.8417129516602,374.733184814453,367.486480712891,261.326629638672,1,0.0,3.0,0.0319652557373047,0.0,5.0,0.0319652557373047,6.0,7.0,0.0,0.396477341651917
15,59099,"[9868, 6755, 5562, 7551, 2918, 6759, 9132, 8664, 821, 5404]",139,4.785,44.2099,3903683.0,2358943.0,2020,CBNMed,10.0,2878,95,3.32999992370605,6635,3032,2746,286,2880,2967,2967,2795,7853,1091,398,360,3036,1350,1350,1599,143.485809326172,190.475540161133,187.852645874023,278.231140136719,195.858993530273,74.6802673339844,367.689971923828,354.078887939453,259.035949707031,1,0.0,3.0,0.0319652557373047,0.0,5.0,0.0319652557373047,6.0,7.0,0.0,0.396477341651917
16,59581,"[7648, 3097, 24, 386, 386, 5959, 5345, 5891, 8935, 8935, 4388, 6649, 2926, 2926, 801, 5657, 265, 265, 6361, 6361, 7689, 2854]",299,4.79029,43.6472,3900014.0,2296650.0,2021,CBNMed,10.0,2886,91,3.29999995231628,6386,3036,2760,276,2890,2972,2972,2807,6311,924,161,434,2545,762,762,1500,139.915878295898,227.999740600586,112.990440368652,224.794555664062,239.229644775391,74.186637878418,309.041717529297,466.163726806641,296.709503173828,14,10.0,8.0,0.000494105508551,10.0,9.0,0.000494105508551,5.0,5.0,0.0,8.0
17,60254,"[6206, 1551, 8970, 1826]",155,4.797061,44.20605,3904619.0,2358450.0,2021,CBNMed,5.0,2879,95,3.3199999332428,6666,3034,2747,287,2881,2969,2969,2796,7671,1069,386,362,2971,1311,1311,1563,142.778961181641,195.405181884766,178.878463745117,287.968475341797,203.858474731445,73.2798461914062,364.817321777344,347.214202880859,258.972198486328,8,0.0,3.0,0.0063907378353178,0.0,5.0,0.0063907378353178,6.0,7.0,0.0,0.296728104352951
18,60628,"[364, 3781, 5284, 5030, 1081, 8367, 1384, 7413]",178,4.801216,43.59132,3900491.0,2290408.0,2017,CBNMed,0.0,2887,86,3.21000003814697,6236,3031,2764,267,2891,2971,2971,2810,6305,927,142,442,2548,726,726,1530,143.356353759766,208.219268798828,99.096305847168,228.368865966797,187.877044677734,76.7807388305664,334.534820556641,437.096313476562,302.665100097656,10,0.0,3.0,0.0029886001721024,0.0,4.0,0.0029886001721024,5.0,5.0,0.0,0.852497637271881
19,61100,"[2855, 5509, 232, 6755, 7622, 1267, 3019, 7570, 9558, 6878, 9785, 3909, 4173, 9122, 7914, 6592, 1830, 7222, 9697, 2702, 8604, 2530, 3089]",136,4.805861,43.54064,3900500.0,2284775.0,2019,CBNMed,10.0,2888,80,3.13000011444092,6096,3025,2770,255,2893,2970,2970,2812,6171,915,127,449,2502,687,687,1519,137.671508789062,247.449188232422,105.275238037109,284.675811767578,230.409149169922,73.2848815917969,272.126983642578,443.197235107422,352.772338867188,10,0.0,0.0,0.0366244651377201,0.0,0.0,0.0366244651377201,6.0,5.0,0.0,4.0
20,63113,"[5509, 7622, 1267, 7570, 6971, 7055, 6878, 966, 7914, 1830, 1593, 9697, 5895, 9180, 9664]",50,4.82706,43.56485,3902387.0,2287334.0,2020,CBNMed,10.0,2888,85,3.21000003814697,6208,3030,2766,264,2892,2971,2971,2811,6215,917,133,445,2512,704,704,1519,140.653915405273,235.154861450195,119.409927368164,197.939758300781,218.086868286133,74.8700637817383,364.129211425781,437.931030273438,291.628295898438,10,0.0,0.0,0.002394653391093,0.0,0.0,0.002394653391093,5.0,5.0,0.0,1.62954795360565
21,63114,"[5509, 6080, 3842, 7622, 7570, 6971, 3765, 9602, 3909, 966, 6217, 1830, 9697, 5895, 9180, 5916, 3372, 2460]",50,4.82706,43.56491,3902388.0,2287341.0,2020,CBNMed,10.0,2888,85,3.21000003814697,6208,3030,2766,264,2892,2971,2971,2811,6215,917,133,445,2512,704,704,1519,140.653915405273,235.154861450195,119.409927368164,197.939758300781,218.086868286133,74.8700637817383,364.129211425781,437.931030273438,291.628295898438,10,0.0,0.0,0.002394653391093,0.0,0.0,0.002394653391093,5.0,5.0,0.0,1.62954795360565
22,63248,"[2180, 2153, 4779, 7300, 9752, 8826, 9611]",286,4.828963,43.35159,3901010.0,2263734.0,2017,CBNMed,0.0,2887,54,2.64000010490417,5329,2995,2791,204,2897,2958,2958,2822,5535,840,85,471,2266,537,537,1441,,252.056213378906,116.757934570312,325.427917480469,270.188537597656,74.2982788085938,221.951049804688,452.621032714844,,17,0.0,1.0,4.0,0.0,2.0,4.0,6.0,6.0,0.0,0.279920965433121
23,63853,"[1246, 1562, 9794]",273,4.837204,43.48037,3902601.0,2277932.0,2021,CBNMed,5.0,2889,75,3.04999995231628,5951,3021,2774,247,2895,2968,2968,2815,6037,901,112,456,2455,647,647,1508,139.434127807617,271.638061523438,94.7849044799805,311.301513671875,267.832885742188,72.0,241.425399780273,447.113555908203,352.721649169922,10,10.0,9.0,0.0299052484333515,0.0,6.0,0.0299052484333515,6.0,6.0,0.0,0.681485295295715
24,63904,"[2834, 271, 4904, 4059, 2871, 2557, 4906, 4291, 1055, 24, 3644, 5959, 6354, 6005, 7415, 8994, 4051, 8935, 4425, 7449, 469, 801, 7760, 1916, 2033, 265, 265, 6361, 6361, 783, 2854, 9753, 9803]",129,4.83797,44.2044,3907875.0,2358041.0,2019,CBNMed,10.0,2875,95,3.32999992370605,6621,3030,2744,286,2878,2964,2964,2793,8257,1150,410,361,3193,1401,1401,1685,136.797225952148,202.664260864258,196.014999389648,232.764419555664,230.43196105957,69.9129638671875,368.958465576172,398.277130126953,292.35693359375,1,0.0,4.0,0.0005712950951419,0.0,4.0,0.0005712950951419,6.0,6.0,0.0,0.415075957775116
25,63928,"[5861, 5273, 9122, 7914, 7907, 8322, 9502]",144,4.838329,43.37267,3901921.0,2266013.0,2017,CBNMed,10.0,2888,58,2.74000000953674,5447,2999,2788,211,2896,2960,2960,2821,5586,844,89,467,2279,553,553,1446,146.004272460938,,,,,,,,238.884307861328,11,0.0,7.0,4.0,10.0,9.0,4.0,6.0,6.0,0.0,0.366439938545227
26,63947,"[5861, 9122, 7914, 7907, 4307, 8322, 9502]",144,4.838503,43.37349,3901941.0,2266103.0,2017,CBNMed,10.0,2888,58,2.74000000953674,5447,2999,2788,211,2896,2960,2960,2821,5586,844,89,467,2279,553,553,1446,146.004272460938,,,,,,,,238.884307861328,11,0.0,7.0,4.0,10.0,9.0,4.0,6.0,6.0,0.0,0.366439938545227
27,63949,"[5880, 3348, 5861, 9122, 7914, 7907, 4307, 8322]",144,4.838542,43.37277,3901939.0,2266023.0,2017,CBNMed,10.0,2888,58,2.74000000953674,5447,2999,2788,211,2896,2960,2960,2821,5586,844,89,467,2279,553,553,1446,146.004272460938,,,,,,,,238.884307861328,11,0.0,7.0,4.0,10.0,9.0,4.0,6.0,6.0,0.0,0.366439938545227
28,63950,"[8532, 8582, 4216, 4846]",144,4.838602,43.37351,3901949.0,2266104.0,2017,CBNMed,0.0,2888,58,2.74000000953674,5447,2999,2788,211,2896,2960,2960,2821,5586,844,89,467,2279,553,553,1446,146.004272460938,,,,,,,,238.884307861328,11,0.0,7.0,4.0,10.0,9.0,4.0,6.0,6.0,0.0,0.366439938545227
29,63952,"[6770, 232, 9886, 9121, 1543, 9360, 9170, 8308, 7914, 4307]",144,4.838646,43.37294,3901948.0,2266041.0,2017,CBNMed,0.0,2888,58,2.74000000953674,5447,2999,2788,211,2896,2960,2960,2821,5586,844,89,467,2279,553,553,1446,146.004272460938,,,,,,,,238.884307861328,11,0.0,7.0,4.0,10.0,9.0,4.0,6.0,6.0,0.0,0.366439938545227
30,64072,"[1029, 1118]",273,4.840261,43.4822,3902861.0,2278118.0,2021,CBNMed,5.0,2889,75,3.04999995231628,5951,3021,2774,247,2895,2968,2968,2815,6037,901,112,456,2455,647,647,1508,139.434127807617,271.638061523438,94.7849044799805,311.301513671875,267.832885742188,72.0,241.425399780273,447.113555908203,352.721649169922,10,0.0,7.0,0.013498074375093,0.0,4.0,0.013498074375093,6.0,6.0,0.0,0.852497637271881
31,64076,"[6764, 3947, 5959, 5891, 8935, 8935, 4388, 2926, 5331, 265, 2854, 5679, 3218]",299,4.84034,43.6497,3904069.0,2296647.0,2021,CBNMed,10.0,2886,94,3.33999991416931,6444,3038,2758,280,2889,2972,2972,2806,6212,906,156,433,2499,749,749,1480,142.501831054688,220.62385559082,91.8451080322266,247.417282104492,229.221496582031,74.6960983276367,283.754058837891,468.828674316406,271.196136474609,9,0.0,4.0,0.0,10.0,8.0,0.0,5.0,5.0,0.0,4.0
32,64091,"[904, 2164, 4998, 2308, 1573, 4117, 6617, 4634, 8101, 7822, 2711]",299,4.84058,43.6503,3904092.0,2296712.0,2021,CBNMed,10.0,2886,94,3.33999991416931,6466,3039,2757,282,2889,2973,2973,2806,6192,904,159,431,2491,752,752,1471,142.110656738281,223.631805419922,94.5504837036133,242.92236328125,225.629211425781,74.6956329345703,284.201202392578,473.167541503906,256.498291015625,9,0.0,4.0,0.0,10.0,8.0,0.0,5.0,5.0,0.0,4.0
33,64150,"[9667, 2228, 1505, 9886, 5210, 4906, 10025, 8835, 9009, 103, 753, 6592, 7907, 4547, 3397, 2711, 3579]",178,4.841799,43.49585,3903083.0,2279619.0,2017,CBNMed,0.0,2889,78,3.09999990463257,6041,3024,2771,253,2894,2969,2969,2813,6064,902,116,452,2460,659,659,1507,137.095779418945,206.860061645508,110.136360168457,259.599792480469,265.748046875,74.3468475341797,329.909149169922,410.491058349609,390.132690429688,10,0.0,5.0,0.0063907378353178,0.0,3.0,0.0063907378353178,6.0,6.0,0.0,2.72822403907776
34,64153,"[364, 3781, 3283, 7950]",178,4.841972,43.49391,3903084.0,2279404.0,2017,CBNMed,0.0,2889,78,3.09999990463257,6041,3024,2771,253,2894,2969,2969,2813,6064,902,116,452,2460,659,659,1507,137.095779418945,206.860061645508,110.136360168457,259.599792480469,265.748046875,74.3468475341797,329.909149169922,410.491058349609,390.132690429688,10,0.0,5.0,0.0063907378353178,0.0,3.0,0.0063907378353178,6.0,6.0,0.0,2.72822403907776
35,64158,"[2333, 9667, 4906, 10025, 2870, 8835, 5111, 753, 7914, 7907, 4547, 8084, 3579]",178,4.842069,43.49385,3903091.0,2279396.0,2017,CBNMed,0.0,2889,78,3.09999990463257,6041,3024,2771,253,2894,2969,2969,2813,6064,902,116,452,2460,659,659,1507,137.095779418945,206.860061645508,110.136360168457,259.599792480469,265.748046875,74.3468475341797,329.909149169922,410.491058349609,390.132690429688,10,0.0,5.0,0.0063907378353178,0.0,3.0,0.0063907378353178,6.0,6.0,0.0,2.72822403907776
36,64164,"[4779, 6510, 9509, 4291, 24, 4571, 5959, 3649, 5891, 801, 5400, 5657, 1790, 265, 7426, 7689, 7787, 9753, 3218]",178,4.842152,43.49335,3903094.0,2279341.0,2017,CBNMed,0.0,2889,78,3.09999990463257,6041,3024,2771,253,2894,2969,2969,2813,6064,902,116,452,2460,659,659,1507,137.095779418945,206.860061645508,110.136360168457,259.599792480469,265.748046875,74.3468475341797,329.909149169922,410.491058349609,390.132690429688,10,0.0,5.0,0.0063907378353178,0.0,3.0,0.0063907378353178,6.0,6.0,0.0,2.72822403907776
37,64175,"[364, 9667, 4906, 9315, 10025, 5381, 8835, 5030, 1622, 3929, 753, 7907, 7623, 4547, 8084, 3579]",178,4.84227,43.49395,3903108.0,2279407.0,2017,CBNMed,0.0,2889,78,3.09999990463257,6041,3024,2771,253,2894,2969,2969,2813,6064,902,116,452,2460,659,659,1507,137.095779418945,206.860061645508,110.136360168457,259.599792480469,265.748046875,74.3468475341797,329.909149169922,410.491058349609,390.132690429688,10,0.0,5.0,0.0063907378353178,0.0,3.0,0.0063907378353178,6.0,6.0,0.0,2.72822403907776
38,64203,"[364, 2228, 3781, 5284, 2870, 7570, 8367, 9602, 9135, 5111, 753, 8752, 7950]",178,4.842699,43.49346,3903139.0,2279350.0,2017,CBNMed,0.0,2889,78,3.09999990463257,6041,3024,2771,253,2894,2969,2969,2813,6064,902,116,452,2460,659,659,1507,137.095779418945,206.860061645508,110.136360168457,259.599792480469,265.748046875,74.3468475341797,329.909149169922,410.491058349609,390.132690429688,10,0.0,5.0,0.0063907378353178,0.0,3.0,0.0063907378353178,6.0,6.0,0.0,2.72822403907776
39,64209,"[9667, 2228, 4906, 10025, 2870, 5381, 8835, 5030, 5949, 9009, 4078, 5111, 3929, 7907, 4547, 3397, 2711, 8084, 3579, 4966]",178,4.842793,43.49367,3903148.0,2279373.0,2017,CBNMed,0.0,2889,78,3.09999990463257,6041,3024,2771,253,2894,2969,2969,2813,6064,902,116,452,2460,659,659,1507,137.095779418945,206.860061645508,110.136360168457,259.599792480469,265.748046875,74.3468475341797,329.909149169922,410.491058349609,390.132690429688,10,0.0,5.0,0.0063907378353178,0.0,3.0,0.0063907378353178,6.0,6.0,0.0,2.72822403907776
40,64228,"[364, 2855, 3781, 7232, 4906, 9315, 9093, 753, 7907]",178,4.843038,43.49361,3903168.0,2279364.0,2017,CBNMed,0.0,2889,78,3.09999990463257,6041,3024,2771,253,2894,2969,2969,2813,6064,902,116,452,2460,659,659,1507,137.095779418945,206.860061645508,110.136360168457,259.599792480469,265.748046875,74.3468475341797,329.909149169922,410.491058349609,390.132690429688,10,0.0,5.0,0.0063907378353178,0.0,3.0,0.0063907378353178,6.0,6.0,0.0,2.72822403907776
41,64285,"[232, 2870, 3348, 6789, 5861, 5273, 3501, 9122, 7914, 7907, 2702, 4307, 8322, 9502]",144,4.844118,43.38011,3902443.0,2266804.0,2017,CBNMed,10.0,2888,60,2.77999997138977,5494,3002,2787,215,2897,2961,2961,2820,5620,848,90,465,2290,561,561,1450,148.0,255.668151855469,115.082893371582,287.833648681641,174.249237060547,77.4166870117188,278.415863037109,433.167175292969,223.720169067383,11,0.0,7.0,4.0,10.0,9.0,4.0,6.0,6.0,0.0,0.366439938545227
42,64288,"[5861, 9122, 7907, 4307, 8322, 9502]",144,4.844315,43.38048,3902462.0,2266844.0,2017,CBNMed,10.0,2888,60,2.77999997138977,5494,3002,2787,215,2897,2961,2961,2820,5620,848,90,465,2290,561,561,1450,148.0,255.668151855469,115.082893371582,287.833648681641,174.249237060547,77.4166870117188,278.415863037109,433.167175292969,223.720169067383,11,0.0,7.0,4.0,10.0,9.0,4.0,6.0,6.0,0.0,0.366439938545227
43,64296,"[6770, 8532, 4216, 8756, 4846]",144,4.844484,43.38035,3902474.0,2266829.0,2017,CBNMed,0.0,2888,60,2.77999997138977,5494,3002,2787,215,2897,2961,2961,2820,5620,848,90,465,2290,561,561,1450,148.0,255.668151855469,115.082893371582,287.833648681641,174.249237060547,77.4166870117188,278.415863037109,433.167175292969,223.720169067383,11,0.0,7.0,4.0,10.0,9.0,4.0,6.0,6.0,0.0,0.366439938545227
44,64312,"[7592, 9886, 9868, 9747, 7671, 7551, 6994, 2932, 4095, 2702, 5017, 4870, 3372]",129,4.84475,44.1892,3908307.0,2356321.0,2019,CBNMed,10.0,2879,95,3.3199999332428,6680,3034,2747,287,2881,2969,2969,2796,7962,1113,390,364,3091,1338,1338,1628,150.384552001953,202.202285766602,176.965789794922,213.17887878418,178.481887817383,76.0,431.128692626953,356.062316894531,188.621734619141,9,10.0,8.0,0.0012776850489899,10.0,8.0,0.0012776850489899,7.0,7.0,0.0,1.62954795360565
45,64442,"[4216, 4846]",144,4.846573,43.38011,3902642.0,2266790.0,2017,CBNMed,0.0,2888,60,2.77999997138977,5494,3002,2787,215,2897,2961,2961,2820,5620,848,90,465,2290,561,561,1450,148.0,255.668151855469,115.082893371582,287.833648681641,174.249237060547,77.4166870117188,278.415863037109,433.167175292969,223.720169067383,17,,,,,,,,,,
46,64621,"[232, 6789, 9122, 7907]",144,4.85055,43.36758,3902875.0,2265382.0,2017,CBNMed,10.0,2888,59,2.75,5478,3002,2787,215,2896,2960,2960,2820,5599,845,89,465,2281,556,556,1448,137.836685180664,251.0,122.0,333.0,224.0,74.0,246.0,421.0,357.667449951172,11,,,,,,,,,,
47,64628,"[8582, 4216, 9187]",144,4.850659,43.36751,3902883.0,2265373.0,2017,CBNMed,0.0,2888,59,2.75,5478,3002,2787,215,2896,2960,2960,2820,5599,845,89,465,2281,556,556,1448,137.836685180664,251.0,122.0,333.0,224.0,74.0,246.0,421.0,357.667449951172,11,,,,,,,,,,
48,64659,"[4315, 8582, 3501, 9122, 9187]",144,4.851061,43.36698,3902912.0,2265313.0,2017,CBNMed,0.0,2888,59,2.75,5478,3002,2787,215,2896,2960,2960,2820,5599,845,89,465,2281,556,556,1448,137.836685180664,251.0,122.0,333.0,224.0,74.0,246.0,421.0,357.667449951172,11,,,,,,,,,,
49,64763,"[4315, 6770, 9411, 8238, 7137, 8532, 8582, 9752, 4216, 4846, 9187]",144,4.853059,43.36811,3903082.0,2265427.0,2017,CBNMed,0.0,2888,59,2.75,5478,3002,2787,215,2896,2960,2960,2820,5599,845,89,465,2281,556,556,1448,137.836685180664,251.0,122.0,333.0,224.0,74.0,246.0,421.0,357.667449951172,11,,,,,,,,,,
50,64777,"[2870, 6789, 3501, 9122, 7907]",144,4.85323,43.36807,3903095.0,2265421.0,2017,CBNMed,0.0,2888,59,2.75,5478,3002,2787,215,2896,2960,2960,2820,5599,845,89,465,2281,556,556,1448,137.836685180664,251.0,122.0,333.0,224.0,74.0,246.0,421.0,357.667449951172,11,,,,,,,,,,
51,64785,"[364, 2855, 3116, 3781, 2608, 4906, 9315, 10025, 1384, 4078, 4325, 753, 6473]",178,4.853359,43.48439,3903936.0,2278287.0,2017,CBNMed,0.0,2889,78,3.09999990463257,6023,3024,2772,252,2894,2969,2969,2814,6048,899,114,453,2452,655,655,1507,145.041458129883,231.213592529297,106.528076171875,282.211975097656,173.357971191406,76.4659652709961,292.497741699219,425.290313720703,274.166198730469,1,10.0,8.0,0.0142927141860127,0.0,5.0,0.0142927141860127,6.0,6.0,0.0,1.62954795360565
52,64792,"[6755, 8423, 4615, 5480, 7914, 5685, 7907, 2702, 9575, 3089]",144,4.853425,43.66623,3905243.0,2298403.0,2018,CBNMed,0.0,2885,95,3.35999989509583,6492,3040,2756,284,2888,2973,2973,2805,6138,896,159,430,2467,751,751,1452,141.89453125,214.324295043945,132.741790771484,227.26350402832,190.52180480957,74.9010620117188,302.461669921875,470.661041259766,271.653015136719,9,0.0,3.0,0.0,0.0,6.0,0.0,5.0,5.0,0.0,1.62954795360565
